"id","name"
"752f0bc6-3f52-4bfd-b0d5-faf80acf8e3c","ADMIN"
"8e437c19-d77d-4eda-8c86-dd3ce8514c82","SELLER"
a6f75148-2eae-4aa3-87fe-8ed7d9aa4134,"CUSTOMER"
